image,pts
./data_train/sample2813.png,[  37.  -34.  387.  -30.  368.  610.   34.  589.]
./data_train/sample2814.png,[  -6.   33.  370.   18.  392.  586.   -6.  575.]
./data_train/sample2815.png,[ -22.  -18.  365.   32.  423.  589.  -24.  547.]
./data_train/sample2816.png,[  14.   -6.  433.   27.  381.  638.   15.  600.]
./data_train/sample2817.png,[  23.   11.  362.    6.  434.  541.  -34.  559.]
./data_train/sample2818.png,[ -18.  -14.  435.  -50.  427.  545.   13.  546.]
./data_train/sample2819.png,[   2.   -2.  410.   -7.  413.  651.   23.  556.]
./data_train/sample2820.png,[   8.  -18.  437.  -44.  361.  572.  -27.  636.]
./data_train/sample2821.png,[ -25.  -48.  400.   16.  431.  635.   18.  606.]
./data_train/sample2822.png,[  32.  -42.  366.   56.  391.  575.  -33.  574.]
./data_train/sample2823.png,[ -27.   28.  427.   27.  423.  565.  -34.  614.]
./data_train/sample2824.png,[ -30.  -49.  397.  -40.  430.  622.    6.  596.]
./data_train/sample2825.png,[ -10.   33.  397.   25.  418.  641.   17.  628.]
./data_train/sample2826.png,[ -32.   28.  421.   52.  434.  563.   31.  557.]
./data_train/sample2827.png,[   2.   16.  422.    2.  401.  608.  -29.  620.]
./data_train/sample2828.png,[   7.    2.  433.  -27.  378.  653.  -35.  583.]
./data_train/sample2829.png,[  -8.   55.  405.   46.  432.  609.  -32.  627.]
./data_train/sample2830.png,[  -5.   54.  428.   43.  435.  619.   21.  645.]
./data_train/sample2831.png,[  -7.  -33.  418.   55.  371.  554.    0.  558.]
./data_train/sample2832.png,[ -23.  -51.  382.  -13.  392.  544.   -2.  629.]
./data_train/sample2833.png,[   5.  -22.  434.  -16.  394.  623.   -9.  560.]
./data_train/sample2834.png,[  33.  -48.  417.   32.  433.  557.  -22.  613.]
./data_train/sample2835.png,[  -6.   28.  433.  -19.  417.  585.  -15.  552.]
./data_train/sample2836.png,[   2.    8.  381.  -36.  388.  644.  -15.  570.]
./data_train/sample2837.png,[  14.  -46.  428.   43.  401.  577.  -15.  619.]
./data_train/sample2838.png,[   6.   30.  379.    0.  436.  571.   -6.  611.]
./data_train/sample2839.png,[  33.   21.  438.   -9.  389.  618.    0.  550.]
./data_train/sample2840.png,[  38.    3.  421.   51.  382.  569.   16.  582.]
./data_train/sample2841.png,[ -26.    1.  398.   43.  382.  655.   27.  644.]
./data_train/sample2842.png,[   7.  -33.  431.  -47.  419.  598.  -27.  647.]
./data_train/sample2843.png,[  25.  -32.  379.  -45.  432.  638.  -23.  564.]
./data_train/sample2844.png,[ -32.  -17.  371.   12.  414.  624.  -28.  619.]
./data_train/sample2845.png,[  -3.  -13.  406.   -2.  385.  637.    7.  572.]
./data_train/sample2846.png,[  -3.  -53.  417.   36.  366.  638.  -38.  565.]
./data_train/sample2847.png,[ -32.   42.  427.   29.  404.  545.   31.  652.]
./data_train/sample2848.png,[  37.   27.  409.  -30.  368.  628.   27.  545.]
./data_train/sample2849.png,[  18.   58.  431.   46.  386.  580.    8.  577.]
./data_train/sample2850.png,[  11.   31.  433.  -57.  434.  576.   23.  559.]
./data_train/sample2851.png,[   7.   51.  430.   11.  424.  598.   36.  659.]
./data_train/sample2852.png,[   2.   -8.  422.    9.  419.  588.  -35.  617.]
./data_train/sample2853.png,[  24.   30.  401.   54.  433.  579.    3.  546.]
./data_train/sample2854.png,[ -25.  -59.  363.  -57.  411.  568.   -3.  615.]
./data_train/sample2855.png,[ -31.   57.  432.  -29.  365.  611.  -15.  591.]
./data_train/sample2856.png,[  -2.   32.  400.   -6.  371.  659.   26.  650.]
./data_train/sample2857.png,[ -26.   24.  402.   40.  361.  615.    3.  604.]
./data_train/sample2858.png,[   0.   32.  399.  -27.  431.  600.  -39.  620.]
./data_train/sample2859.png,[  -7.   17.  416.   -2.  382.  594.   25.  600.]
./data_train/sample2860.png,[ -17.  -22.  375.   46.  379.  643.    4.  637.]
./data_train/sample2861.png,[  20.   -8.  424.  -29.  390.  637.   -3.  570.]
./data_train/sample2862.png,[ -25.   42.  390.   23.  404.  618.  -15.  616.]
./data_train/sample2863.png,[  -8.  -34.  406.   24.  361.  587.    4.  588.]
./data_train/sample2864.png,[  33.   41.  408.   22.  437.  541.   36.  556.]
./data_train/sample2865.png,[ -24.   24.  395.   12.  388.  650.   -9.  595.]
./data_train/sample2866.png,[  21.   26.  436.    1.  370.  642.  -36.  558.]
./data_train/sample2867.png,[  30.    9.  400.   33.  396.  573.   20.  578.]
./data_train/sample2868.png,[  38.   -3.  365.  -49.  406.  630.    0.  584.]
./data_train/sample2869.png,[  -5.  -20.  395.  -20.  369.  609.    6.  577.]
./data_train/sample2870.png,[ -19.  -24.  404.   32.  385.  618.   28.  588.]
./data_train/sample2871.png,[ -14.   38.  406.   21.  391.  654.   17.  638.]
./data_train/sample2872.png,[   0.  -18.  406.   30.  422.  591.   30.  544.]
./data_train/sample2873.png,[  -6.   19.  372.  -25.  402.  611.  -14.  656.]
./data_train/sample2874.png,[  32.  -15.  399.   50.  404.  591.   -7.  644.]
./data_train/sample2875.png,[  21.   24.  409.   19.  361.  562.  -23.  652.]
./data_train/sample2876.png,[  19.  -14.  405.   36.  381.  578.   31.  548.]
./data_train/sample2877.png,[   3.    2.  371.   38.  387.  582.  -21.  593.]
./data_train/sample2878.png,[ -16.   42.  425.  -58.  377.  559.  -29.  628.]
./data_train/sample2879.png,[  26.   28.  384.   -7.  394.  578.  -18.  604.]
./data_train/sample2880.png,[   3.   -6.  384.  -17.  413.  553.  -13.  577.]
./data_train/sample2881.png,[  28.   36.  404.  -42.  378.  577.  -21.  614.]
./data_train/sample2882.png,[  38.   49.  409.   31.  391.  583.    0.  556.]
./data_train/sample2883.png,[  33.   34.  374.  -31.  389.  581.  -31.  597.]
./data_train/sample2884.png,[   4.    6.  364.  -23.  427.  579.  -19.  605.]
./data_train/sample2885.png,[ -16.  -21.  428.   36.  391.  569.   31.  575.]
./data_train/sample2886.png,[  12.  -12.  437.  -25.  375.  548.   23.  544.]
./data_train/sample2887.png,[ -21.   13.  435.  -58.  399.  581.   34.  555.]
./data_train/sample2888.png,[ -24.  -32.  409.  -13.  417.  572.   30.  629.]
./data_train/sample2889.png,[ -31.   27.  366.   19.  435.  643.  -17.  633.]
./data_train/sample2890.png,[ -39.    9.  399.  -12.  398.  543.    5.  627.]
./data_train/sample2891.png,[  -1.  -36.  399.   43.  395.  632.  -25.  602.]
./data_train/sample2892.png,[   8.   -1.  361.  -21.  379.  626.  -13.  656.]
./data_train/sample2893.png,[ -20.  -58.  386.  -22.  381.  555.  -13.  606.]
./data_train/sample2894.png,[   8.  -59.  377.   26.  363.  614.   39.  628.]
./data_train/sample2895.png,[  -6.    1.  398.   46.  374.  649.  -20.  629.]
./data_train/sample2896.png,[   0.    2.  368.   19.  411.  618.    3.  568.]
./data_train/sample2897.png,[  -3.  -28.  405.  -53.  400.  545.    2.  587.]
./data_train/sample2898.png,[ -26.  -56.  400.  -42.  371.  633.   18.  591.]
./data_train/sample2899.png,[ -32.   31.  431.   21.  429.  637.   36.  547.]
./data_train/sample2900.png,[  27.   33.  413.  -37.  421.  585.   22.  611.]
./data_train/sample2901.png,[ -35.   52.  415.  -28.  390.  598.    9.  605.]
./data_train/sample2902.png,[  -4.   18.  393.   24.  399.  607.   19.  596.]
./data_train/sample2903.png,[  16.  -23.  420.  -35.  414.  613.   20.  551.]
./data_train/sample2904.png,[  39.   15.  434.    5.  382.  562.  -12.  574.]
./data_train/sample2905.png,[ -10.  -30.  370.  -29.  401.  627.   -7.  597.]
./data_train/sample2906.png,[  24.   -5.  373.   41.  420.  620.  -38.  611.]
./data_train/sample2907.png,[  11.  -15.  369.  -26.  393.  633.  -18.  609.]
./data_train/sample2908.png,[ -25.   -1.  414.  -59.  420.  624.  -33.  594.]
./data_train/sample2909.png,[   5.   49.  379.  -54.  391.  640.   12.  658.]
./data_train/sample2910.png,[   5.    2.  384.    0.  403.  641.  -31.  580.]
./data_train/sample2911.png,[ -10.    7.  368.  -13.  390.  585.  -30.  657.]
./data_train/sample2912.png,[   6.  -42.  396.  -48.  395.  600.  -10.  610.]
./data_train/sample2913.png,[   0.  -17.  425.    9.  390.  576.    5.  616.]
./data_train/sample2914.png,[  37.  -30.  372.  -33.  413.  598.   39.  624.]
./data_train/sample2915.png,[  -9.   18.  421.  -20.  362.  654.    0.  595.]
./data_train/sample2916.png,[  23.  -10.  375.  -32.  364.  566.  -22.  544.]
./data_train/sample2917.png,[  -2.  -40.  427.   17.  408.  658.   27.  584.]
./data_train/sample2918.png,[   4.    7.  363.   22.  389.  623.   -6.  553.]
./data_train/sample2919.png,[ -39.  -25.  376.   -1.  371.  627.  -26.  650.]
./data_train/sample2920.png,[  19.   33.  400.   12.  370.  607.  -36.  602.]
./data_train/sample2921.png,[ -17.  -55.  436.  -42.  406.  560.  -34.  565.]
./data_train/sample2922.png,[  36.    2.  391.  -28.  435.  567.  -20.  541.]
./data_train/sample2923.png,[  12.    5.  385.   52.  419.  575.  -22.  656.]
./data_train/sample2924.png,[  33.   57.  365.  -23.  416.  642.   10.  653.]
./data_train/sample2925.png,[  30.   47.  368.   28.  435.  616.   18.  602.]
./data_train/sample2926.png,[   6.   28.  428.  -10.  427.  633.  -33.  626.]
./data_train/sample2927.png,[ -19.    1.  393.   25.  409.  610.   11.  554.]
./data_train/sample2928.png,[  33.  -23.  418.   -9.  376.  555.   -6.  576.]
./data_train/sample2929.png,[ -38.   22.  381.  -16.  373.  551.   24.  561.]
./data_train/sample2930.png,[  21.    3.  404.   28.  400.  583.   -5.  551.]
./data_train/sample2931.png,[  38.   18.  416.  -11.  392.  636.  -21.  600.]
./data_train/sample2932.png,[ -15.   41.  407.  -28.  409.  632.   10.  627.]
./data_train/sample2933.png,[  32.   59.  436.   14.  373.  590.  -10.  550.]
./data_train/sample2934.png,[ -10.   58.  382.   15.  399.  560.   20.  579.]
./data_train/sample2935.png,[  -6.  -40.  409.   29.  401.  650.  -29.  627.]
./data_train/sample2936.png,[ -32.   -5.  427.  -37.  373.  592.    2.  560.]
./data_train/sample2937.png,[ -38.  -27.  439.    6.  417.  620.   38.  563.]
./data_train/sample2938.png,[  39.  -17.  386.  -50.  369.  654.   -4.  633.]
./data_train/sample2939.png,[ -32.  -30.  415.   -2.  407.  600.   33.  653.]
./data_train/sample2940.png,[  19.   59.  373.   12.  377.  632.   -4.  655.]
./data_train/sample2941.png,[ -26.   35.  423.  -28.  430.  600.   30.  659.]
./data_train/sample2942.png,[   0.  -59.  411.   31.  399.  644.  -24.  590.]
./data_train/sample2943.png,[   1.  -20.  429.  -56.  391.  554.   15.  568.]
./data_train/sample2944.png,[   6.   43.  437.   32.  375.  561.   28.  631.]
./data_train/sample2945.png,[   1.  -47.  404.   20.  419.  652.  -27.  659.]
./data_train/sample2946.png,[ -23.  -22.  411.   54.  391.  568.  -16.  614.]
./data_train/sample2947.png,[ -17.  -36.  427.  -43.  432.  631.   -2.  600.]
./data_train/sample2948.png,[ -27.   -5.  424.  -42.  379.  646.   12.  554.]
./data_train/sample2949.png,[  -3.  -48.  404.   -7.  385.  639.   25.  569.]
./data_train/sample2950.png,[   6.   18.  435.  -10.  413.  621.   14.  616.]
./data_train/sample2951.png,[  32.  -22.  429.   15.  372.  543.   18.  649.]
./data_train/sample2952.png,[ -10.   57.  402.   25.  365.  570.   39.  624.]
./data_train/sample2953.png,[ -12.   20.  362.  -44.  404.  551.   32.  558.]
./data_train/sample2954.png,[  18.  -28.  415.  -53.  408.  581.   21.  561.]
./data_train/sample2955.png,[  -5.   52.  364.   54.  396.  593.    6.  555.]
./data_train/sample2956.png,[   7.   31.  382.  -13.  398.  619.   10.  637.]
./data_train/sample2957.png,[  -7.  -35.  396.  -44.  415.  558.   32.  625.]
./data_train/sample2958.png,[  35.   46.  411.  -17.  400.  560.  -20.  640.]
./data_train/sample2959.png,[ -25.   21.  377.   39.  375.  618.   36.  591.]
./data_train/sample2960.png,[  12.  -59.  425.  -32.  364.  579.  -21.  589.]
./data_train/sample2961.png,[ -17.   54.  390.   29.  362.  654.  -11.  655.]
./data_train/sample2962.png,[  -8.   17.  372.  -23.  433.  595.    2.  593.]
./data_train/sample2963.png,[ -16.   38.  397.   54.  403.  634.   13.  579.]
./data_train/sample2964.png,[   1.  -12.  406.  -17.  390.  612.  -28.  656.]
./data_train/sample2965.png,[  17.  -13.  419.  -22.  438.  636.   31.  621.]
./data_train/sample2966.png,[ -22.   29.  395.  -12.  418.  557.    0.  558.]
./data_train/sample2967.png,[ -24.   -2.  392.   -2.  429.  555.  -35.  641.]
./data_train/sample2968.png,[  -2.   57.  392.   27.  400.  625.  -14.  541.]
./data_train/sample2969.png,[  -5.    1.  364.   22.  399.  645.    8.  642.]
./data_train/sample2970.png,[  23.   23.  363.   39.  439.  575.   33.  594.]
./data_train/sample2971.png,[  38.  -45.  376.    0.  365.  616.   -3.  616.]
./data_train/sample2972.png,[  29.   32.  433.    7.  409.  576.  -19.  605.]
./data_train/sample2973.png,[  -4.   17.  439.   28.  378.  573.   23.  624.]
./data_train/sample2974.png,[  -5.   51.  396.  -16.  374.  631.   -6.  561.]
./data_train/sample2975.png,[ -23.  -39.  398.   28.  437.  553.  -31.  557.]
./data_train/sample2976.png,[ -37.  -53.  380.   56.  426.  552.  -17.  620.]
./data_train/sample2977.png,[ -16.    1.  404.  -15.  365.  546.    6.  638.]
./data_train/sample2978.png,[  14.   44.  373.  -30.  386.  604.   15.  543.]
./data_train/sample2979.png,[ -37.   20.  408.  -18.  383.  598.  -17.  598.]
./data_train/sample2980.png,[ -39.   30.  401.  -41.  378.  607.    1.  612.]
./data_train/sample2981.png,[   4.  -34.  366.    1.  390.  651.  -24.  548.]
./data_train/sample2982.png,[ -34.  -32.  400.   35.  389.  590.   10.  617.]
./data_train/sample2983.png,[  -5.  -58.  435.  -22.  425.  614.    4.  590.]
./data_train/sample2984.png,[ -11.   -6.  400.  -26.  412.  611.   -1.  596.]
./data_train/sample2985.png,[ -31.  -15.  407.   -2.  411.  581.  -18.  597.]
./data_train/sample2986.png,[  34.   48.  423.  -38.  401.  546.  -25.  617.]
./data_train/sample2987.png,[ -30.  -58.  430.  -28.  386.  601.   -1.  583.]
./data_train/sample2988.png,[  34.  -29.  416.  -29.  399.  543.   17.  579.]
./data_train/sample2989.png,[ -23.    5.  414.  -33.  366.  573.  -19.  553.]
./data_train/sample2990.png,[  -3.    9.  417.   17.  363.  615.   21.  599.]
./data_train/sample2991.png,[  -2.    8.  435.  -15.  400.  606.   32.  558.]
./data_train/sample2992.png,[ -33.   44.  422.   -6.  377.  553.  -26.  651.]
./data_train/sample2993.png,[ -22.   58.  386.   45.  420.  548.   -9.  580.]
./data_train/sample2994.png,[ -16.   57.  375.  -50.  369.  649.   29.  611.]
./data_train/sample2995.png,[  13.  -37.  384.   49.  400.  639.    0.  601.]
./data_train/sample2996.png,[  24.  -45.  376.   24.  387.  605.   10.  647.]
./data_train/sample2997.png,[  25.  -16.  364.  -56.  401.  582.    8.  633.]
./data_train/sample2998.png,[ -18.  -33.  431.   51.  432.  548.   -7.  570.]
./data_train/sample2999.png,[  16.   51.  428.   49.  433.  624.    7.  643.]
./data_train/sample3000.png,[  -4.  -19.  369.   41.  436.  595.   30.  570.]
./data_train/sample3001.png,[   8.    6.  408.  -51.  401.  594.  -19.  651.]
./data_train/sample3002.png,[ -18.   14.  378.    3.  432.  602.   11.  574.]
./data_train/sample3003.png,[  38.  -38.  425.  -55.  388.  599.    9.  602.]
./data_train/sample3004.png,[   7.  -31.  427.  -38.  396.  560.  -12.  636.]
./data_train/sample3005.png,[   2.   59.  421.    6.  397.  557.    6.  598.]
./data_train/sample3006.png,[  29.  -10.  438.   49.  369.  616.  -12.  542.]
./data_train/sample3007.png,[  10.   43.  368.   25.  387.  618.   14.  632.]
./data_train/sample3008.png,[ -17.   47.  402.  -32.  374.  636.    1.  583.]
./data_train/sample3009.png,[ -29.   10.  372.  -57.  420.  575.   26.  549.]
./data_train/sample3010.png,[  32.  -35.  368.  -46.  401.  585.  -25.  659.]
./data_train/sample3011.png,[  25.    0.  429.   37.  438.  580.   13.  632.]
./data_train/sample3012.png,[   7.  -56.  368.   40.  412.  620.    0.  545.]
./data_train/sample3013.png,[   0.    8.  402.   19.  361.  632.  -28.  659.]
./data_train/sample3014.png,[ -11.   27.  405.  -18.  437.  561.  -26.  563.]
./data_train/sample3015.png,[  37.   -2.  412.  -40.  364.  603.   19.  603.]
./data_train/sample3016.png,[ -36.  -20.  382.  -45.  416.  602.   28.  558.]
./data_train/sample3017.png,[  25.  -40.  377.  -30.  418.  562.   13.  620.]
./data_train/sample3018.png,[   6.  -32.  379.   50.  407.  614.    0.  620.]
./data_train/sample3019.png,[   7.   -7.  400.   26.  436.  566.    6.  629.]
./data_train/sample3020.png,[  38.  -38.  429.    5.  404.  659.   19.  585.]
./data_train/sample3021.png,[  28.   38.  401.   51.  430.  614.   31.  578.]
./data_train/sample3022.png,[  -4.  -21.  378.  -25.  439.  600.   21.  637.]
./data_train/sample3023.png,[  31.   59.  407.  -54.  423.  553.  -21.  558.]
./data_train/sample3024.png,[ -21.   45.  409.   17.  397.  643.   -2.  635.]
./data_train/sample3025.png,[ -15.    7.  373.  -21.  393.  580.   28.  600.]
./data_train/sample3026.png,[  -9.  -51.  363.  -56.  362.  600.  -11.  619.]
./data_train/sample3027.png,[  10.  -53.  420.   -3.  384.  586.  -33.  544.]
./data_train/sample3028.png,[   8.   41.  426.   58.  376.  555.  -12.  655.]
./data_train/sample3029.png,[  29.  -11.  394.  -23.  364.  633.   31.  634.]
./data_train/sample3030.png,[ -29.  -34.  420.    0.  364.  550.   32.  656.]
./data_train/sample3031.png,[  36.   25.  376.  -15.  438.  580.    3.  588.]
./data_train/sample3032.png,[  37.  -39.  413.    8.  387.  612.   -2.  640.]
./data_train/sample3033.png,[  29.   39.  379.   53.  439.  615.  -27.  568.]
./data_train/sample3034.png,[  13.  -43.  402.   22.  402.  600.   29.  577.]
./data_train/sample3035.png,[  39.   52.  384.  -16.  383.  607.   32.  626.]
./data_train/sample3036.png,[   3.  -28.  427.  -45.  375.  600.  -29.  542.]
./data_train/sample3037.png,[   6.  -44.  430.  -10.  396.  629.   33.  596.]
./data_train/sample3038.png,[ -17.   54.  437.  -11.  422.  547.    9.  603.]
./data_train/sample3039.png,[ -13.    7.  416.   54.  432.  627.  -13.  545.]
./data_train/sample3040.png,[  32.   40.  378.   -8.  424.  543.  -18.  653.]
./data_train/sample3041.png,[ -20.  -42.  366.  -17.  376.  545.   36.  647.]
./data_train/sample3042.png,[  -1.    8.  362.   44.  370.  604.  -24.  621.]
./data_train/sample3043.png,[  -8.   43.  400.  -10.  427.  570.   17.  641.]
./data_train/sample3044.png,[   0.   34.  381.   14.  416.  577.   34.  572.]
./data_train/sample3045.png,[  32.  -26.  406.  -23.  438.  636.    0.  609.]
./data_train/sample3046.png,[ -31.   14.  374.  -46.  385.  608.    1.  656.]
./data_train/sample3047.png,[  30.  -31.  374.   46.  367.  551.   39.  629.]
./data_train/sample3048.png,[  19.  -51.  432.   30.  378.  571.    0.  601.]
./data_train/sample3049.png,[  28.  -44.  418.   42.  389.  638.  -14.  561.]
./data_train/sample3050.png,[  28.   -7.  402.   11.  407.  631.   17.  638.]
./data_train/sample3051.png,[ -22.  -13.  375.  -20.  368.  566.  -14.  565.]
./data_train/sample3052.png,[ -25.   30.  438.   -2.  367.  605.  -28.  635.]
./data_train/sample3053.png,[   9.   13.  398.   35.  409.  599.   19.  605.]
./data_train/sample3054.png,[  13.  -25.  390.    7.  401.  571.  -36.  571.]
./data_train/sample3055.png,[ -39.    0.  392.   -9.  394.  602.  -34.  600.]
./data_train/sample3056.png,[  21.   28.  379.   -3.  421.  649.   -9.  549.]
./data_train/sample3057.png,[  -9.   54.  393.   -2.  425.  600.   -4.  582.]
./data_train/sample3058.png,[ -29.   -8.  374.   21.  420.  657.  -26.  632.]
./data_train/sample3059.png,[ -11.   27.  434.   38.  435.  635.   -8.  571.]
./data_train/sample3060.png,[ -15.  -28.  437.   40.  434.  572.   14.  543.]
./data_train/sample3061.png,[  18.  -44.  426.   35.  425.  579.  -16.  595.]
./data_train/sample3062.png,[  22.  -53.  426.   21.  390.  649.  -16.  620.]
./data_train/sample3063.png,[ -22.   -4.  365.  -46.  364.  653.  -30.  618.]
./data_train/sample3064.png,[ -37.    0.  392.  -35.  407.  583.   35.  548.]
./data_train/sample3065.png,[  32.  -55.  408.    1.  367.  602.   20.  586.]
./data_train/sample3066.png,[  26.   32.  387.   55.  388.  572.  -28.  627.]
./data_train/sample3067.png,[ -37.  -50.  431.  -49.  421.  593.   12.  578.]
./data_train/sample3068.png,[  31.  -37.  429.  -53.  436.  652.  -19.  562.]
./data_train/sample3069.png,[  17.    3.  368.  -55.  389.  603.  -19.  562.]
./data_train/sample3070.png,[ -11.   55.  394.   25.  396.  605.   29.  637.]
./data_train/sample3071.png,[ -23.   25.  427.  -50.  372.  576.   23.  608.]
./data_train/sample3072.png,[  25.   41.  415.   -1.  437.  557.  -25.  597.]
./data_train/sample3073.png,[ -11.   32.  405.  -28.  398.  645.   -3.  550.]
./data_train/sample3074.png,[ -17.  -53.  435.   -8.  412.  616.  -13.  561.]
./data_train/sample3075.png,[ -34.   -4.  372.   32.  362.  590.   23.  578.]
./data_train/sample3076.png,[  33.  -31.  375.  -34.  401.  569.   -5.  600.]
./data_train/sample3077.png,[ -33.  -28.  392.   28.  376.  548.    8.  595.]
./data_train/sample3078.png,[  -1.   14.  371.  -12.  402.  615.   25.  632.]
./data_train/sample3079.png,[  23.  -17.  403.  -46.  368.  658.  -17.  541.]
./data_train/sample3080.png,[ -33.  -44.  428.   31.  416.  612.   22.  616.]
./data_train/sample3081.png,[   6.  -33.  369.  -17.  385.  578.   34.  656.]
./data_train/sample3082.png,[ -33.  -52.  434.   10.  392.  605.  -38.  549.]
./data_train/sample3083.png,[   6.    6.  378.   58.  387.  595.   19.  619.]
./data_train/sample3084.png,[  -6.  -58.  363.  -35.  384.  560.  -31.  574.]
./data_train/sample3085.png,[  18.   18.  387.  -46.  427.  623.  -12.  589.]
./data_train/sample3086.png,[  39.    9.  399.  -46.  422.  590.  -39.  557.]
./data_train/sample3087.png,[  31.  -25.  400.   58.  423.  630.  -28.  610.]
./data_train/sample3088.png,[  -4.  -49.  433.   42.  428.  595.    1.  572.]
./data_train/sample3089.png,[ -20.   -1.  384.   39.  399.  622.   17.  603.]
./data_train/sample3090.png,[   9.  -40.  370.   -6.  366.  564.  -37.  620.]
./data_train/sample3091.png,[  15.  -24.  373.  -19.  361.  629.  -13.  541.]
./data_train/sample3092.png,[ -33.   44.  364.   59.  361.  561.   39.  551.]
./data_train/sample3093.png,[  22.    0.  363.   36.  393.  609.   -7.  641.]
./data_train/sample3094.png,[   0.   20.  437.   35.  365.  621.   35.  579.]
./data_train/sample3095.png,[ -24.    9.  411.  -31.  391.  567.  -26.  607.]
./data_train/sample3096.png,[ -21.  -34.  403.   51.  423.  605.    1.  560.]
./data_train/sample3097.png,[ -34.    7.  375.  -20.  380.  545.  -27.  644.]
./data_train/sample3098.png,[  17.  -45.  394.  -17.  405.  576.   23.  614.]
./data_train/sample3099.png,[  13.  -30.  433.  -42.  415.  601.  -28.  650.]
./data_train/sample3100.png,[   7.  -40.  410.   -2.  392.  567.    6.  571.]
./data_train/sample3101.png,[ -36.  -31.  370.    2.  416.  589.    0.  575.]
./data_train/sample3102.png,[  13.   26.  434.  -37.  386.  568.   37.  647.]
./data_train/sample3103.png,[   9.  -36.  404.   15.  407.  546.   16.  595.]
./data_train/sample3104.png,[   0.  -15.  413.  -36.  419.  580.  -39.  632.]
./data_train/sample3105.png,[ -14.   40.  413.   49.  392.  653.  -10.  585.]
./data_train/sample3106.png,[  37.    7.  408.  -21.  416.  565.    7.  616.]
./data_train/sample3107.png,[ -23.   18.  398.  -39.  373.  555.   36.  548.]
./data_train/sample3108.png,[   0.  -18.  400.   20.  426.  614.    1.  548.]
./data_train/sample3109.png,[  20.  -57.  430.  -41.  428.  646.   26.  618.]
./data_train/sample3110.png,[ -33.   31.  377.   49.  361.  580.   -1.  649.]
./data_train/sample3111.png,[  24.  -24.  371.    3.  377.  600.   19.  553.]
./data_train/sample3112.png,[   3.  -49.  382.   37.  404.  557.  -18.  604.]
./data_train/sample3113.png,[ -35.   23.  427.   54.  368.  634.    1.  571.]
./data_train/sample3114.png,[  31.  -30.  401.   25.  410.  608.  -33.  624.]
./data_train/sample3115.png,[ -18.  -28.  402.   28.  420.  636.   17.  654.]
./data_train/sample3116.png,[   7.  -23.  404.  -57.  393.  552.    6.  635.]
./data_train/sample3117.png,[ -18.    9.  412.   37.  415.  555.  -14.  549.]
./data_train/sample3118.png,[ -35.   29.  398.  -41.  402.  648.    3.  654.]
./data_train/sample3119.png,[   1.   -9.  398.  -12.  428.  569.   -9.  544.]
./data_train/sample3120.png,[  27.  -15.  401.   14.  395.  570.    9.  577.]
./data_train/sample3121.png,[   2.  -37.  363.   23.  407.  625.   22.  576.]
./data_train/sample3122.png,[  -6.    2.  386.  -26.  399.  587.  -18.  570.]
./data_train/sample3123.png,[ -20.   42.  419.   24.  437.  623.   -4.  606.]
./data_train/sample3124.png,[ -17.   46.  375.   -6.  364.  566.   38.  644.]
./data_train/sample3125.png,[ -19.   13.  390.   32.  405.  655.   -3.  583.]
./data_train/sample3126.png,[ -30.   17.  373.   26.  404.  600.   31.  571.]
./data_train/sample3127.png,[ -26.   23.  417.   57.  420.  610.   37.  577.]
./data_train/sample3128.png,[  39.   44.  407.  -15.  422.  565.   22.  614.]
./data_train/sample3129.png,[ -18.   54.  384.  -52.  421.  549.   11.  598.]
./data_train/sample3130.png,[  38.  -57.  383.   -3.  393.  575.  -18.  657.]
./data_train/sample3131.png,[ -16.  -51.  428.  -55.  433.  594.   28.  607.]
./data_train/sample3132.png,[ -31.  -28.  402.   33.  419.  622.   22.  595.]
./data_train/sample3133.png,[ -19.   21.  416.  -57.  381.  604.  -18.  655.]
./data_train/sample3134.png,[ -17.    4.  438.  -13.  435.  642.  -28.  652.]
./data_train/sample3135.png,[  35.  -10.  394.    7.  429.  584.  -12.  612.]
./data_train/sample3136.png,[   2.    7.  415.   52.  370.  638.  -37.  607.]
./data_train/sample3137.png,[  -6.   18.  432.   15.  424.  639.  -36.  612.]
./data_train/sample3138.png,[ -38.  -46.  370.  -17.  425.  626.  -38.  578.]
./data_train/sample3139.png,[ -31.   -8.  406.  -17.  394.  638.  -36.  598.]
./data_train/sample3140.png,[  -5.   35.  384.  -13.  387.  613.   10.  599.]
./data_train/sample3141.png,[ -14.   -8.  438.  -47.  437.  628.  -11.  640.]
./data_train/sample3142.png,[  21.  -14.  361.  -34.  400.  641.  -29.  632.]
./data_train/sample3143.png,[  25.  -16.  370.   25.  429.  556.  -36.  622.]
./data_train/sample3144.png,[  15.   27.  379.  -12.  385.  609.   -9.  616.]
./data_train/sample3145.png,[  31.  -28.  439.   28.  412.  626.   27.  642.]
./data_train/sample3146.png,[  14.   14.  431.    8.  386.  610.    2.  651.]
./data_train/sample3147.png,[ -37.  -25.  383.  -27.  410.  641.  -16.  578.]
./data_train/sample3148.png,[  37.  -29.  380.  -42.  416.  595.    4.  652.]
./data_train/sample3149.png,[ -10.    1.  430.   17.  394.  591.   36.  553.]
./data_train/sample3150.png,[  14.   51.  434.   42.  436.  633.  -20.  625.]
./data_train/sample3151.png,[  35.  -23.  383.   23.  367.  576.  -31.  577.]
./data_train/sample3152.png,[  -7.    0.  372.  -57.  428.  645.   38.  559.]
./data_train/sample3153.png,[ -35.   49.  401.  -25.  403.  586.   16.  572.]
